Order_ID,Customer_ID,Fecha_de_compra,Categoría_producto,Producto,Precio_unitario,Cantidad,Total_venta,Método_de_pago,Ubicación_cliente,Dispositivo_de_compra,Fuente_de_tráfico,Tiempo_de_navegación,Descuento_aplicado,Satisfacción_cliente
712,2160,2024-02-17 14:30:00,Electrónica,Laptop,411.0,4,1644.0,Tarjeta de crédito,"Ciudad 40, País 7",Tablet,Redes Sociales,15,No,4
713,8889,2024-02-16 06:21:00,Juguetes,Rompecabezas,144.87,3,434.61,Criptomoneda,"Ciudad 47, País 10",Móvil,Pago,29,No,1
714,8123,2024-01-09 01:58:00,Hogar,Lámpara,284.76,4,1139.04,Transferencia bancaria,"Ciudad 23, País 2",Tablet,Referido,9,Sí,3
715,6657,2024-01-25 03:04:00,Hogar,Cafetera,285.56,4,1142.24,PayPal,"Ciudad 25, País 4",PC,Orgánico,21,Sí,1
716,2854,2024-02-28 08:18:00,Juguetes,Peluche,138.42,1,138.42,Tarjeta de crédito,"Ciudad 31, País 7",Móvil,Pago,3,No,2
717,5546,2024-01-21 17:46:00,Belleza,Afeitadora,155.23,4,620.92,PayPal,"Ciudad 16, País 3",Tablet,Pago,16,Sí,3
718,7521,2024-01-29 13:02:00,Juguetes,Rompecabezas,467.3,4,1869.2,Criptomoneda,"Ciudad 27, País 4",Tablet,Redes Sociales,1,Sí,2
719,3646,2024-01-12 12:49:00,Electrónica,Smartphone,120.91,2,241.82,Criptomoneda,"Ciudad 33, País 5",Tablet,Referido,11,No,2
720,7804,2024-01-12 04:03:00,Hogar,Mesa,217.42,4,869.68,Criptomoneda,"Ciudad 9, País 5",Móvil,Referido,19,No,2
721,5949,2024-01-16 15:19:00,Juguetes,Carro de juguete,157.92,5,789.6,Tarjeta de crédito,"Ciudad 42, País 3",Móvil,Orgánico,16,No,4
722,1143,2024-01-16 21:39:00,Electrónica,Auriculares,322.3,5,1611.5,Transferencia bancaria,"Ciudad 20, País 2",Móvil,Referido,21,Sí,4
723,6720,2024-02-18 00:35:00,Hogar,Mesa,6.01,4,24.04,PayPal,"Ciudad 31, País 1",Tablet,Referido,23,No,1
724,4901,2024-01-20 15:31:00,Belleza,Maquillaje,293.88,3,881.64,Criptomoneda,"Ciudad 8, País 5",Tablet,Referido,7,No,4
725,4877,2024-01-03 08:36:00,Deportes,Casco,34.63,4,138.52,Transferencia bancaria,"Ciudad 16, País 3",Móvil,Referido,27,Sí,3
726,3494,2024-01-10 14:08:00,Hogar,Mesa,321.81,2,643.62,Transferencia bancaria,"Ciudad 38, País 2",Tablet,Redes Sociales,10,Sí,5
727,4175,2024-01-06 23:48:00,Deportes,Casco,237.77,3,713.31,Transferencia bancaria,"Ciudad 2, País 2",PC,Redes Sociales,19,Sí,3
728,4246,2024-02-13 23:40:00,Electrónica,Smartphone,219.86,2,439.72,Tarjeta de crédito,"Ciudad 7, País 5",Móvil,Redes Sociales,4,No,5
729,8396,2024-02-03 10:51:00,Ropa,Zapatos,40.52,2,81.04,Tarjeta de crédito,"Ciudad 25, País 7",PC,Orgánico,3,No,3
730,6147,2024-01-26 20:25:00,Hogar,Sofá,319.15,4,1276.6,Criptomoneda,"Ciudad 27, País 4",Tablet,Pago,27,Sí,5
731,6884,2024-01-15 07:44:00,Hogar,Cafetera,111.69,4,446.76,Transferencia bancaria,"Ciudad 11, País 2",PC,Orgánico,13,No,3
732,8634,2024-02-29 08:53:00,Belleza,Crema,39.91,3,119.73,Criptomoneda,"Ciudad 5, País 6",Tablet,Pago,18,No,5
733,9824,2024-02-09 07:19:00,Belleza,Maquillaje,12.33,3,36.99,Transferencia bancaria,"Ciudad 4, País 3",Móvil,Referido,10,Sí,5
734,1721,2024-02-23 09:38:00,Deportes,Pesas,178.01,2,356.02,Criptomoneda,"Ciudad 23, País 5",PC,Pago,15,No,4
735,9766,2024-02-21 10:01:00,Belleza,Crema,364.7,3,1094.1,Tarjeta de crédito,"Ciudad 18, País 10",Tablet,Orgánico,27,No,1
736,4719,2024-02-01 07:25:00,Deportes,Bicicleta,50.59,5,252.95,Transferencia bancaria,"Ciudad 44, País 5",PC,Redes Sociales,30,No,2
737,6011,2024-02-12 07:52:00,Juguetes,Peluche,267.29,1,267.29,Tarjeta de crédito,"Ciudad 14, País 2",PC,Referido,30,Sí,3
738,3265,2024-02-05 23:15:00,Belleza,Maquillaje,112.41,5,562.05,Transferencia bancaria,"Ciudad 5, País 2",Móvil,Orgánico,12,Sí,3
739,1637,2024-02-23 17:30:00,Ropa,Camisa,472.51,1,472.51,Transferencia bancaria,"Ciudad 33, País 9",Móvil,Orgánico,7,No,5
740,3863,2024-02-03 02:40:00,Deportes,Raqueta,141.97,1,141.97,Transferencia bancaria,"Ciudad 9, País 10",Tablet,Orgánico,30,No,3
741,8408,2024-01-12 04:26:00,Juguetes,Muñeca,345.74,3,1037.22,PayPal,"Ciudad 22, País 9",Tablet,Referido,22,Sí,5
742,2326,2024-02-20 03:22:00,Electrónica,Smartphone,23.37,2,46.74,Criptomoneda,"Ciudad 8, País 3",Móvil,Referido,23,Sí,5
743,2925,2024-02-18 03:17:00,Juguetes,LEGO,310.25,1,310.25,Transferencia bancaria,"Ciudad 31, País 5",Tablet,Referido,3,Sí,4
744,3800,2024-02-07 17:07:00,Juguetes,Peluche,255.48,4,1021.92,Tarjeta de crédito,"Ciudad 42, País 10",Tablet,Orgánico,7,No,5
745,3433,2024-02-06 04:17:00,Electrónica,Monitor,44.56,5,222.8,Tarjeta de crédito,"Ciudad 30, País 9",PC,Orgánico,11,Sí,1
746,7663,2024-03-01 05:02:00,Electrónica,Auriculares,39.13,2,78.26,Criptomoneda,"Ciudad 8, País 6",PC,Pago,9,Sí,5
747,1947,2024-02-02 06:06:00,Hogar,Silla,462.48,4,1849.92,PayPal,"Ciudad 18, País 3",Móvil,Redes Sociales,27,Sí,4
748,3256,2024-01-22 08:42:00,Belleza,Maquillaje,475.7,5,2378.5,Transferencia bancaria,"Ciudad 48, País 3",Móvil,Redes Sociales,4,No,4
749,2635,2024-02-15 09:33:00,Belleza,Perfume,137.76,4,551.04,PayPal,"Ciudad 35, País 1",PC,Orgánico,1,No,2
750,1643,2024-02-06 14:11:00,Hogar,Cafetera,356.66,1,356.66,Criptomoneda,"Ciudad 47, País 8",PC,Referido,1,No,1
751,3929,2024-01-14 22:42:00,Deportes,Balón,285.84,4,1143.36,Tarjeta de crédito,"Ciudad 17, País 5",PC,Referido,7,No,3
752,3218,2024-02-12 20:24:00,Hogar,Lámpara,361.43,4,1445.72,PayPal,"Ciudad 39, País 1",Tablet,Referido,1,No,3
753,4340,2024-02-01 20:57:00,Hogar,Lámpara,144.4,3,433.2,PayPal,"Ciudad 2, País 5",PC,Orgánico,11,No,2
754,8491,2024-01-30 11:32:00,Deportes,Bicicleta,374.7,3,1124.1,Transferencia bancaria,"Ciudad 39, País 1",Móvil,Referido,30,No,2
755,2834,2024-02-07 12:54:00,Deportes,Casco,432.69,1,432.69,Transferencia bancaria,"Ciudad 21, País 10",Móvil,Redes Sociales,17,No,1
756,5921,2024-02-23 18:54:00,Juguetes,Carro de juguete,234.38,4,937.52,Criptomoneda,"Ciudad 8, País 7",Tablet,Referido,26,No,1
757,8536,2024-02-01 23:21:00,Electrónica,Teclado,407.06,5,2035.3,Tarjeta de crédito,"Ciudad 25, País 6",Tablet,Pago,30,Sí,4
758,9339,2024-01-29 23:15:00,Hogar,Mesa,452.62,1,452.62,Criptomoneda,"Ciudad 38, País 6",PC,Referido,1,No,2
759,9818,2024-01-02 00:58:00,Belleza,Afeitadora,168.81,5,844.05,Tarjeta de crédito,"Ciudad 28, País 2",Tablet,Redes Sociales,8,No,5
760,1281,2024-02-08 05:17:00,Belleza,Crema,39.56,5,197.8,Tarjeta de crédito,"Ciudad 10, País 9",Tablet,Orgánico,19,No,5
761,4721,2024-01-14 17:03:00,Hogar,Mesa,146.54,3,439.62,Transferencia bancaria,"Ciudad 10, País 7",PC,Orgánico,1,Sí,1
762,4087,2024-02-25 12:54:00,Hogar,Mesa,151.5,1,151.5,Transferencia bancaria,"Ciudad 27, País 5",PC,Pago,2,Sí,3
763,3020,2024-01-20 02:20:00,Belleza,Maquillaje,174.04,3,522.12,PayPal,"Ciudad 36, País 4",Tablet,Referido,29,No,3
764,5472,2024-02-05 11:01:00,Belleza,Perfume,399.65,4,1598.6,Transferencia bancaria,"Ciudad 21, País 3",PC,Referido,3,Sí,5
765,1605,2024-02-01 16:12:00,Belleza,Perfume,19.23,2,38.46,Criptomoneda,"Ciudad 48, País 8",Tablet,Pago,18,Sí,2
766,5309,2024-02-22 12:20:00,Hogar,Cafetera,441.04,2,882.08,Tarjeta de crédito,"Ciudad 47, País 7",Móvil,Orgánico,6,No,4
767,1799,2024-02-05 21:25:00,Ropa,Pantalón,350.39,1,350.39,Tarjeta de crédito,"Ciudad 3, País 4",Tablet,Orgánico,12,No,1
768,6183,2024-02-06 02:58:00,Deportes,Balón,429.32,4,1717.28,Criptomoneda,"Ciudad 11, País 3",PC,Redes Sociales,21,Sí,3
769,7937,2024-01-28 05:49:00,Juguetes,Carro de juguete,242.94,2,485.88,Tarjeta de crédito,"Ciudad 39, País 8",Móvil,Redes Sociales,22,Sí,1
770,5234,2024-01-16 21:30:00,Belleza,Crema,382.76,5,1913.8,Criptomoneda,"Ciudad 30, País 2",Tablet,Redes Sociales,10,Sí,2
771,3383,2024-02-26 14:53:00,Hogar,Sofá,319.6,3,958.8,PayPal,"Ciudad 3, País 7",PC,Orgánico,15,Sí,4
772,5705,2024-01-31 03:16:00,Juguetes,Peluche,382.78,2,765.56,PayPal,"Ciudad 34, País 5",Móvil,Referido,28,No,2
773,2134,2024-02-25 14:49:00,Ropa,Pantalón,279.35,3,838.05,Tarjeta de crédito,"Ciudad 9, País 2",PC,Referido,24,Sí,3
774,3158,2024-02-15 23:59:00,Deportes,Casco,138.02,5,690.1,PayPal,"Ciudad 49, País 9",PC,Orgánico,1,Sí,3
775,1743,2024-01-02 01:48:00,Belleza,Perfume,231.49,4,925.96,Transferencia bancaria,"Ciudad 34, País 4",Tablet,Orgánico,15,Sí,1
776,7810,2024-02-05 06:11:00,Deportes,Bicicleta,96.65,1,96.65,Tarjeta de crédito,"Ciudad 6, País 7",Móvil,Orgánico,26,Sí,4
777,8766,2024-02-13 14:18:00,Belleza,Afeitadora,294.82,5,1474.1,Tarjeta de crédito,"Ciudad 25, País 4",PC,Referido,25,Sí,1
778,5682,2024-02-21 00:07:00,Juguetes,Peluche,201.61,3,604.83,Tarjeta de crédito,"Ciudad 6, País 1",Móvil,Orgánico,17,No,2
779,6762,2024-01-10 00:40:00,Belleza,Perfume,201.87,1,201.87,Transferencia bancaria,"Ciudad 32, País 5",Móvil,Redes Sociales,5,No,5
780,4719,2024-01-22 18:20:00,Hogar,Silla,124.12,4,496.48,PayPal,"Ciudad 10, País 6",Tablet,Redes Sociales,5,Sí,1
781,5957,2024-01-21 17:50:00,Belleza,Afeitadora,334.71,1,334.71,Transferencia bancaria,"Ciudad 30, País 4",PC,Redes Sociales,12,No,3
782,8045,2024-02-21 20:55:00,Electrónica,Teclado,258.2,1,258.2,Criptomoneda,"Ciudad 44, País 4",Tablet,Redes Sociales,30,No,5
783,1063,2024-02-19 10:30:00,Electrónica,Monitor,283.87,5,1419.35,Transferencia bancaria,"Ciudad 23, País 3",Móvil,Referido,3,No,2
784,4703,2024-02-08 14:37:00,Belleza,Perfume,354.53,5,1772.65,Tarjeta de crédito,"Ciudad 22, País 7",PC,Orgánico,9,Sí,4
785,5327,2024-02-17 04:11:00,Belleza,Afeitadora,461.16,1,461.16,Transferencia bancaria,"Ciudad 8, País 6",Móvil,Orgánico,22,Sí,4
786,2535,2024-02-15 15:31:00,Ropa,Chaqueta,99.72,3,299.16,Tarjeta de crédito,"Ciudad 30, País 5",Tablet,Referido,22,Sí,1
787,8847,2024-02-18 06:24:00,Electrónica,Auriculares,336.9,3,1010.7,Criptomoneda,"Ciudad 4, País 7",Tablet,Orgánico,7,No,1
788,7005,2024-02-21 09:05:00,Electrónica,Laptop,217.24,4,868.96,Transferencia bancaria,"Ciudad 45, País 5",Móvil,Orgánico,15,Sí,1
789,6018,2024-01-20 22:43:00,Ropa,Gorra,135.02,2,270.04,PayPal,"Ciudad 38, País 10",Móvil,Redes Sociales,19,No,1
790,8285,2024-01-02 00:40:00,Belleza,Shampoo,265.36,3,796.08,Transferencia bancaria,"Ciudad 34, País 2",PC,Redes Sociales,23,Sí,1
791,8615,2024-02-25 06:08:00,Hogar,Silla,338.77,5,1693.85,Tarjeta de crédito,"Ciudad 1, País 5",PC,Referido,24,Sí,5
792,9053,2024-01-04 22:39:00,Deportes,Casco,377.53,2,755.06,PayPal,"Ciudad 14, País 8",Tablet,Orgánico,13,No,5
793,4819,2024-02-18 04:16:00,Hogar,Mesa,14.89,5,74.45,Criptomoneda,"Ciudad 7, País 5",PC,Orgánico,4,Sí,2
794,7929,2024-01-12 05:07:00,Hogar,Lámpara,72.18,4,288.72,Transferencia bancaria,"Ciudad 6, País 4",Tablet,Redes Sociales,15,No,4
795,4261,2024-02-26 11:04:00,Hogar,Mesa,335.43,4,1341.72,PayPal,"Ciudad 17, País 6",Tablet,Orgánico,28,Sí,5
796,4369,2024-01-13 15:13:00,Hogar,Sofá,121.78,4,487.12,Transferencia bancaria,"Ciudad 3, País 5",PC,Referido,24,Sí,3
797,9320,2024-02-26 07:55:00,Juguetes,LEGO,134.67,3,404.01,PayPal,"Ciudad 28, País 8",Tablet,Orgánico,22,Sí,1
798,1183,2024-01-12 05:00:00,Electrónica,Smartphone,35.33,1,35.33,Transferencia bancaria,"Ciudad 40, País 5",PC,Referido,18,No,1
799,4408,2024-01-04 11:21:00,Ropa,Camisa,187.59,2,375.18,Transferencia bancaria,"Ciudad 22, País 8",PC,Referido,18,Sí,2
800,6057,2024-01-14 12:26:00,Juguetes,Carro de juguete,443.3,1,443.3,Transferencia bancaria,"Ciudad 1, País 1",Tablet,Pago,17,Sí,2
801,7594,2024-02-12 21:32:00,Juguetes,Peluche,255.87,2,511.74,Criptomoneda,"Ciudad 49, País 10",PC,Redes Sociales,5,Sí,4
802,7952,2024-01-16 21:54:00,Juguetes,Peluche,482.02,3,1446.06,Tarjeta de crédito,"Ciudad 33, País 10",Móvil,Orgánico,28,Sí,2
803,2981,2024-01-22 09:10:00,Ropa,Chaqueta,112.97,2,225.94,Tarjeta de crédito,"Ciudad 8, País 5",PC,Referido,3,No,5
804,3156,2024-02-21 14:36:00,Deportes,Bicicleta,11.85,1,11.85,PayPal,"Ciudad 29, País 9",Móvil,Redes Sociales,1,Sí,3
805,5986,2024-01-01 22:40:00,Ropa,Chaqueta,289.38,5,1446.9,Transferencia bancaria,"Ciudad 48, País 5",Móvil,Redes Sociales,12,No,1
806,2166,2024-02-26 04:37:00,Electrónica,Laptop,440.01,1,440.01,Criptomoneda,"Ciudad 2, País 1",Tablet,Referido,12,Sí,2
807,8218,2024-01-01 17:25:00,Juguetes,Muñeca,387.19,2,774.38,Tarjeta de crédito,"Ciudad 44, País 8",Móvil,Redes Sociales,17,No,2
808,4863,2024-02-11 05:19:00,Electrónica,Teclado,170.4,2,340.8,Criptomoneda,"Ciudad 26, País 2",Tablet,Referido,19,Sí,5
809,7862,2024-01-28 19:02:00,Belleza,Afeitadora,350.73,1,350.73,Criptomoneda,"Ciudad 2, País 4",Tablet,Referido,2,No,4
810,2043,2024-02-05 13:15:00,Electrónica,Teclado,453.5,1,453.5,PayPal,"Ciudad 48, País 6",Móvil,Pago,18,No,4
811,7036,2024-01-04 07:02:00,Juguetes,Peluche,165.94,4,663.76,Transferencia bancaria,"Ciudad 25, País 9",Tablet,Redes Sociales,18,Sí,2
812,2867,2024-02-20 10:34:00,Belleza,Afeitadora,389.3,2,778.6,PayPal,"Ciudad 1, País 9",Tablet,Referido,24,No,3
813,2050,2024-02-07 19:05:00,Juguetes,Muñeca,402.68,2,805.36,PayPal,"Ciudad 25, País 10",PC,Referido,16,Sí,5
814,7541,2024-01-16 23:59:00,Ropa,Chaqueta,47.99,3,143.97,Transferencia bancaria,"Ciudad 26, País 3",PC,Referido,21,No,4
815,6120,2024-02-26 09:26:00,Electrónica,Laptop,282.18,1,282.18,Criptomoneda,"Ciudad 16, País 6",Móvil,Redes Sociales,6,No,2
816,1151,2024-01-15 06:07:00,Hogar,Silla,81.57,2,163.14,Tarjeta de crédito,"Ciudad 19, País 10",Tablet,Pago,29,Sí,4
817,4049,2024-01-23 20:49:00,Hogar,Silla,350.41,4,1401.64,PayPal,"Ciudad 49, País 9",Móvil,Pago,6,No,3
818,3019,2024-02-13 11:14:00,Juguetes,Rompecabezas,358.98,4,1435.92,Tarjeta de crédito,"Ciudad 3, País 5",Móvil,Redes Sociales,13,Sí,5
819,2392,2024-02-09 18:05:00,Ropa,Pantalón,234.21,4,936.84,Tarjeta de crédito,"Ciudad 47, País 7",PC,Pago,12,No,2
820,4858,2024-01-08 05:06:00,Electrónica,Laptop,89.35,5,446.75,Tarjeta de crédito,"Ciudad 13, País 2",PC,Orgánico,16,Sí,3
821,1451,2024-02-12 14:38:00,Electrónica,Teclado,484.61,3,1453.83,PayPal,"Ciudad 44, País 6",Móvil,Referido,9,No,2
822,2378,2024-01-30 16:08:00,Juguetes,Muñeca,95.68,4,382.72,Tarjeta de crédito,"Ciudad 20, País 3",PC,Referido,15,Sí,3
823,5437,2024-01-11 05:49:00,Electrónica,Auriculares,179.13,2,358.26,Tarjeta de crédito,"Ciudad 49, País 9",PC,Pago,24,Sí,4
824,8819,2024-01-11 21:51:00,Deportes,Bicicleta,283.83,1,283.83,Criptomoneda,"Ciudad 41, País 10",PC,Pago,7,No,5
825,6779,2024-01-10 22:59:00,Juguetes,Peluche,380.12,5,1900.6,Transferencia bancaria,"Ciudad 39, País 10",PC,Orgánico,21,Sí,2
826,6765,2024-02-11 03:04:00,Belleza,Perfume,490.55,2,981.1,Criptomoneda,"Ciudad 30, País 8",Tablet,Referido,3,Sí,1
827,5897,2024-01-27 23:11:00,Belleza,Perfume,301.89,5,1509.45,Transferencia bancaria,"Ciudad 27, País 1",PC,Referido,2,Sí,5
828,1638,2024-02-12 16:01:00,Ropa,Gorra,28.94,4,115.76,Criptomoneda,"Ciudad 41, País 3",PC,Orgánico,28,Sí,5
829,5335,2024-01-24 04:25:00,Deportes,Pesas,315.68,1,315.68,PayPal,"Ciudad 28, País 3",Tablet,Redes Sociales,29,No,1
830,3896,2024-02-10 02:27:00,Belleza,Crema,122.09,2,244.18,Criptomoneda,"Ciudad 1, País 8",PC,Pago,23,Sí,3
831,7590,2024-01-10 23:10:00,Deportes,Bicicleta,38.99,5,194.95,Tarjeta de crédito,"Ciudad 16, País 6",Tablet,Redes Sociales,10,Sí,3
832,8410,2024-01-03 22:50:00,Hogar,Cafetera,118.24,3,354.72,PayPal,"Ciudad 42, País 5",Móvil,Referido,12,No,1
833,4796,2024-01-09 02:22:00,Hogar,Silla,489.7,5,2448.5,Transferencia bancaria,"Ciudad 14, País 1",PC,Orgánico,11,Sí,5
834,8844,2024-02-25 02:25:00,Belleza,Shampoo,322.28,3,966.84,PayPal,"Ciudad 40, País 3",Tablet,Referido,2,No,3
835,9784,2024-01-08 06:11:00,Juguetes,Peluche,302.38,3,907.14,Transferencia bancaria,"Ciudad 36, País 10",Móvil,Redes Sociales,15,Sí,4
836,6778,2024-01-31 12:30:00,Juguetes,Carro de juguete,373.93,1,373.93,Transferencia bancaria,"Ciudad 32, País 8",Móvil,Pago,24,No,3
837,7814,2024-01-03 17:22:00,Belleza,Crema,435.29,1,435.29,PayPal,"Ciudad 2, País 5",Móvil,Pago,14,Sí,4
838,7267,2024-02-28 12:25:00,Hogar,Lámpara,350.82,1,350.82,Tarjeta de crédito,"Ciudad 10, País 1",Móvil,Redes Sociales,25,Sí,1
839,4964,2024-02-16 16:11:00,Ropa,Zapatos,335.08,5,1675.4,Criptomoneda,"Ciudad 13, País 3",Móvil,Redes Sociales,29,No,3
840,9833,2024-02-19 17:45:00,Belleza,Shampoo,490.94,2,981.88,PayPal,"Ciudad 5, País 3",PC,Orgánico,8,No,4
841,6143,2024-01-19 20:33:00,Juguetes,Muñeca,316.82,2,633.64,PayPal,"Ciudad 45, País 4",PC,Pago,29,Sí,5
842,3950,2024-01-21 08:24:00,Juguetes,LEGO,153.47,3,460.41,Criptomoneda,"Ciudad 18, País 8",Móvil,Orgánico,9,Sí,1
843,7141,2024-01-10 04:06:00,Deportes,Casco,277.73,5,1388.65,PayPal,"Ciudad 18, País 2",Tablet,Orgánico,6,No,3
844,8506,2024-01-11 14:08:00,Deportes,Casco,478.18,2,956.36,Transferencia bancaria,"Ciudad 9, País 3",Móvil,Pago,15,Sí,1
845,1798,2024-02-28 15:43:00,Ropa,Chaqueta,193.67,4,774.68,Transferencia bancaria,"Ciudad 16, País 7",Tablet,Redes Sociales,24,No,2
846,1152,2024-02-12 23:34:00,Ropa,Camisa,93.93,5,469.65,PayPal,"Ciudad 25, País 3",PC,Referido,13,No,4
847,6596,2024-02-06 11:06:00,Juguetes,Rompecabezas,456.4,1,456.4,Criptomoneda,"Ciudad 40, País 8",Móvil,Orgánico,1,No,1
848,4969,2024-02-28 12:17:00,Deportes,Balón,486.66,1,486.66,Tarjeta de crédito,"Ciudad 26, País 7",Móvil,Orgánico,16,No,2
849,5319,2024-02-06 08:16:00,Electrónica,Monitor,169.7,2,339.4,PayPal,"Ciudad 13, País 9",PC,Pago,29,No,1
850,9580,2024-01-17 06:51:00,Hogar,Lámpara,20.32,4,81.28,Criptomoneda,"Ciudad 28, País 1",Móvil,Pago,27,Sí,5
851,1299,2024-01-30 00:41:00,Deportes,Pesas,392.46,5,1962.3,Tarjeta de crédito,"Ciudad 42, País 4",PC,Pago,16,Sí,2
852,3035,2024-01-14 04:36:00,Belleza,Afeitadora,171.92,1,171.92,PayPal,"Ciudad 43, País 10",PC,Redes Sociales,7,No,4
853,2790,2024-02-17 08:25:00,Electrónica,Smartphone,239.93,5,1199.65,Transferencia bancaria,"Ciudad 40, País 1",Tablet,Redes Sociales,14,Sí,3
854,9694,2024-02-27 18:01:00,Hogar,Sofá,6.87,3,20.61,Criptomoneda,"Ciudad 1, País 2",Tablet,Orgánico,18,Sí,3
855,6243,2024-01-03 09:03:00,Deportes,Bicicleta,64.71,2,129.42,Criptomoneda,"Ciudad 41, País 7",PC,Referido,11,Sí,3
856,9470,2024-02-03 09:38:00,Deportes,Raqueta,438.21,2,876.42,Tarjeta de crédito,"Ciudad 14, País 5",PC,Redes Sociales,11,No,5
857,1372,2024-02-19 20:12:00,Deportes,Pesas,126.21,1,126.21,Tarjeta de crédito,"Ciudad 36, País 1",Móvil,Redes Sociales,6,Sí,3
858,6888,2024-01-28 20:21:00,Juguetes,Rompecabezas,131.69,4,526.76,Transferencia bancaria,"Ciudad 7, País 7",PC,Redes Sociales,3,Sí,3
859,4788,2024-01-10 18:28:00,Ropa,Zapatos,215.73,4,862.92,Transferencia bancaria,"Ciudad 33, País 2",Tablet,Referido,26,No,1
860,1282,2024-01-05 21:38:00,Ropa,Camisa,353.84,1,353.84,Tarjeta de crédito,"Ciudad 27, País 9",Tablet,Redes Sociales,26,Sí,3
861,5959,2024-02-27 22:16:00,Hogar,Silla,456.33,3,1368.99,Criptomoneda,"Ciudad 46, País 7",Móvil,Referido,18,Sí,2
862,2762,2024-01-10 03:59:00,Hogar,Mesa,436.75,4,1747.0,Transferencia bancaria,"Ciudad 28, País 10",Tablet,Pago,6,No,3
863,1153,2024-01-15 02:36:00,Hogar,Sofá,457.63,2,915.26,Criptomoneda,"Ciudad 14, País 7",PC,Orgánico,3,No,5
864,4588,2024-02-25 17:11:00,Ropa,Camisa,456.09,4,1824.36,Criptomoneda,"Ciudad 2, País 9",PC,Pago,13,Sí,4
865,4528,2024-02-12 22:15:00,Deportes,Raqueta,495.52,1,495.52,Criptomoneda,"Ciudad 46, País 5",PC,Redes Sociales,10,Sí,4
866,4677,2024-02-13 21:06:00,Hogar,Lámpara,15.91,5,79.55,PayPal,"Ciudad 25, País 3",Tablet,Orgánico,30,No,2
867,2594,2024-01-05 07:30:00,Deportes,Bicicleta,91.74,1,91.74,Criptomoneda,"Ciudad 42, País 8",Tablet,Redes Sociales,30,No,5
868,9158,2024-02-26 08:51:00,Deportes,Bicicleta,384.02,2,768.04,Transferencia bancaria,"Ciudad 17, País 6",Tablet,Pago,2,No,5
869,4772,2024-01-31 18:44:00,Juguetes,LEGO,449.9,1,449.9,Criptomoneda,"Ciudad 10, País 5",Tablet,Pago,17,No,3
870,8000,2024-01-02 03:53:00,Electrónica,Smartphone,124.81,5,624.05,Tarjeta de crédito,"Ciudad 13, País 8",PC,Redes Sociales,27,Sí,4
871,3834,2024-02-23 14:15:00,Ropa,Gorra,61.79,3,185.37,Tarjeta de crédito,"Ciudad 16, País 4",Móvil,Orgánico,19,Sí,4
872,4377,2024-01-13 20:09:00,Deportes,Bicicleta,408.29,4,1633.16,Tarjeta de crédito,"Ciudad 2, País 10",PC,Orgánico,30,Sí,2
873,2234,2024-01-17 19:22:00,Ropa,Zapatos,431.01,5,2155.05,Criptomoneda,"Ciudad 27, País 2",PC,Pago,10,No,4
874,1489,2024-01-21 06:43:00,Electrónica,Teclado,177.87,5,889.35,PayPal,"Ciudad 1, País 5",PC,Referido,16,No,2
875,4074,2024-02-03 09:01:00,Juguetes,Carro de juguete,484.86,1,484.86,PayPal,"Ciudad 24, País 9",PC,Pago,20,No,2
876,4098,2024-02-20 05:12:00,Electrónica,Laptop,129.61,3,388.83,PayPal,"Ciudad 38, País 5",Tablet,Redes Sociales,2,No,1
877,6747,2024-01-10 05:19:00,Ropa,Gorra,107.51,5,537.55,Tarjeta de crédito,"Ciudad 12, País 5",PC,Pago,30,Sí,1
878,3070,2024-02-18 04:04:00,Juguetes,Rompecabezas,463.34,3,1390.02,Tarjeta de crédito,"Ciudad 9, País 4",Tablet,Pago,6,No,1
879,5444,2024-01-23 01:41:00,Juguetes,Peluche,185.43,5,927.15,Criptomoneda,"Ciudad 16, País 5",PC,Referido,5,Sí,3
880,3701,2024-01-13 10:59:00,Deportes,Casco,44.22,4,176.88,PayPal,"Ciudad 44, País 2",Tablet,Referido,1,No,5
881,9409,2024-02-20 21:49:00,Ropa,Zapatos,161.21,3,483.63,Tarjeta de crédito,"Ciudad 19, País 1",Móvil,Pago,3,No,1
882,3855,2024-02-29 16:28:00,Juguetes,Rompecabezas,372.66,4,1490.64,Criptomoneda,"Ciudad 35, País 1",Móvil,Orgánico,29,No,4
883,5817,2024-02-13 12:28:00,Deportes,Casco,494.26,1,494.26,Criptomoneda,"Ciudad 39, País 4",PC,Pago,18,No,3
884,7998,2024-02-13 09:34:00,Deportes,Pesas,137.57,5,687.85,Transferencia bancaria,"Ciudad 46, País 4",Tablet,Redes Sociales,2,No,2
885,7054,2024-03-01 23:23:00,Ropa,Chaqueta,136.57,2,273.14,Tarjeta de crédito,"Ciudad 19, País 2",Móvil,Orgánico,17,Sí,1
886,8754,2024-02-14 19:24:00,Ropa,Chaqueta,151.55,5,757.75,Transferencia bancaria,"Ciudad 12, País 9",Tablet,Pago,3,Sí,3
887,9957,2024-01-10 08:56:00,Deportes,Casco,25.21,1,25.21,Transferencia bancaria,"Ciudad 47, País 4",Tablet,Redes Sociales,12,Sí,3
888,4012,2024-01-15 21:45:00,Juguetes,Peluche,265.2,1,265.2,Tarjeta de crédito,"Ciudad 22, País 8",Móvil,Orgánico,13,No,2
889,1540,2024-01-27 12:37:00,Juguetes,LEGO,405.68,3,1217.04,PayPal,"Ciudad 24, País 2",Móvil,Pago,11,Sí,2
